,Names,Streets,Towns,TownsPlanning,Type,Type2
5489,Spinnaker Bay Brewing,5718 Rainier Ave S ,"Seattle, WA 98118-2704 | Map",5718 Rainier Ave S ,Phone: (206) 725-2337,Type: Micro
5490,Spiteful Brewing,1815 W Berteau Ave Unit 15 ,"Chicago, IL 60613-1816 | Map",1815 W Berteau Ave Unit 15 ,Phone: (773) 315-0828,Type: Micro
5491,Splash Brewery,904 NW Couch St ,"Portland, OR 97209 | Map",904 NW Couch St ,Phone: (503) 893-5551,Type: Brewpub
5492,Spoonwood Brewing Company,5981 Baptist Rd. ,"Pittsburgh, PA 15236-3303 | Map",5981 Baptist Rd. ,Type: Micro,www.spoonwoodbrewing.com
5493,Sports Brewpub,166 Maple St ,"Wyandotte, MI 48192-5928 | Map",166 Maple St ,Phone: (734) 285-5060,Type: Brewpub
5494,SportsBreweries,PO Box 1209 Attn: Tommy Staley,"Frisco, TX 75034-0021 | Map",PO Box 1209 Attn: Tommy Staley,Phone: (972) 603-8647,Type: Contract
5495,Spotted Dog Brewery,2920 Avenida De Mesilla ,"Las Cruces, NM 88005 | Map",2920 Avenida De Mesilla ,Phone: (575) 650-2729,Type: Micro
5496,Sprague Farm and Brew Works,22043 US Highway 6 and 19 ,"Venango, PA 16440-2507 | Map",22043 US Highway 6 and 19 ,Phone: (814) 398-2885,Type: Brewpub
5497,Sprecher Brewing Co,701 W Glendale Ave ,"Glendale, WI 53209-6509 | Map",701 W Glendale Ave ,Phone: (414) 964-7837,Type: Regional
5498,Spring House Brewery,209 Hazel Street ,"Lancaster, PA 17603-5629 | Map",209 Hazel Street ,Phone: (717) 872-0925,Type: Micro
5499,Springfield Brewing Co,305 S Market Ave ,"Springfield, MO 65806-2023 | Map",305 S Market Ave ,Phone: (417) 832-8277,Type: Brewpub
5500,Springloaded Brewery, ,"Sand Springs, OK 74063-6551", ,Phone: (918) 241-2337,Type: Planning
5501,Spuds Restaurant and Brew Pub,920 Franklin Blvd ,"Lemoore, CA 93246-4500 | Map",920 Franklin Blvd ,Phone: (559) 998-2214,Type: Brewpub
5502,Squam Brewing Co,118 Perch Pond Rd ,"Holderness, NH 03245-5234 | Map",118 Perch Pond Rd ,Phone: (603) 236-9705,Type: Micro
5503,Square One Brewery and Distillery,1727 Park Ave ,"Saint Louis, MO 63104-2941 | Map",1727 Park Ave ,Phone: (314) 231-2537,Type: Brewpub
5504,St Brigid's Brewery,606 W Broadway Ave ,"Moses Lake, WA 98837-1900 | Map",606 W Broadway Ave ,Phone: (509) 750-8357,Type: Micro
5505,St Elias Brewing Co,434 Sharkathmi Ave ,"Soldotna, AK 99669-7665 | Map",434 Sharkathmi Ave ,Phone: (907) 260-7837,Type: Micro
5506,St Helens Brewing Co,117 Grand Fir ,"Toledo, WA 98591-9530 | Map",117 Grand Fir ,Phone: (360) 864-4029,Type: Micro
5507,St Lawrence Brewing,19 Commerce Ln Ste 4 ,"Canton, NY 13617-3760 | Map",19 Commerce Ln Ste 4 ,Phone: (315) 714-3200,Type: Micro
5508,St Nicholas Brewing Co,12 S Oak St ,"Du Quoin, IL 62832-1515 | Map",12 S Oak St ,Type: Brewpub,www.stnicholasbrewingco.com
5509,St Petersburg Brewing Co,538 1st Ave N ,"Saint Petersburg, FL 33701-3702 | Map",538 1st Ave N ,Phone: (727) 692-8809,Type: Micro
5510,St. Benedict's Brew Works,860 E 10th St. ,"Ferdinand, IN 47532 | Map",860 E 10th St. ,Type: Micro,www.saintbenedictsbrewworks.com
5511,St. Elmo Brewing Company, ,"Austin, TX 78704-3823", ,Type: Planning,St. Florian's Brewery
5512,St. Florian's Brewery,7704 Bell Rd Ste A ,"Windsor, CA 95492-8518 | Map",7704 Bell Rd Ste A ,Phone: (707) 838-2739,Type: Micro
5513,St. Francis Brewing Company,3825 S Kinnickinnic Ave ,"Saint Francis, WI 53235-4225 | Map",3825 S Kinnickinnic Ave ,Phone: (414) 744-4448,Type: Brewpub
5514,St. Joseph Brewery & Public House,540 N. College Ave ,"Indianapolis, IN 46202-3504 | Map",540 N. College Ave ,Phone: (317) 602-5670,Type: Brewpub
5515,St. Louis River Brewing Company, ,"Cloquet, MN ", ,Type: Planning,Staas Brewing Company
5516,Staas Brewing Company,31 W Winter St ,"Delaware, OH 43015-1948 | Map",31 W Winter St ,Phone: (740) 417-4690,Type: Micro
5517,Stable 12 Brewing Company,368 Bridge St ,"Phoenixville, PA 19460 | Map",368 Bridge St ,Type: Micro,www.stable12.com
5518,Stache Rabbit Brewing Company, ,"Austin, TX ", ,Type: Planning,Stack
5519,Stack, ,",  ", ,Stadium Brewing Co,26731 Aliso Creek Rd Ste C 
5520,Stadium Brewing Co,26731 Aliso Creek Rd Ste C ,"Aliso Viejo, CA 92656-4811 | Map",26731 Aliso Creek Rd Ste C ,Phone: (949) 448-9611,Type: Brewpub
5521,Stadium Pizza - Murrieta,32278 Clinton Keith Rd Ste 101 ,"Wildomar, CA 92595-7314 | Map",32278 Clinton Keith Rd Ste 101 ,Phone: (951) 678-7826,Type: Brewpub
5522,Stags Head Brewing Co, ,"Hendersonville , NC ", ,Type: Planning,Standard Brewing
5523,Standard Brewing,2504 S Jackson St Ste C ,"Seattle, WA 98144-2382 | Map",2504 S Jackson St Ste C ,Phone: (206) 535-1584,Type: Micro
5524,Standing Stone Brewing Co,101 Oak St ,"Ashland, OR 97520-1802 | Map",101 Oak St ,Phone: (541) 482-2448,Type: Brewpub
5525,Star B Ranch & Hop Farm, ,"Ramona, CA 92065-6714", ,Phone: (760) 789-8155,Type: Planning
5526,Star City Brewing Company,319 S 2nd St ,"Miamisburg, OH 45342-2926 | Map",319 S 2nd St ,Phone: (937) 701-7827,Type: Micro
5527,Starboard Brewing Co,151 N 3rd Ave ,"Sturgeon Bay, WI 54235-2415 | Map",151 N 3rd Ave ,Phone: (920) 508-0044,Type: Brewpub
5528,"Starpoint Brewing, LLC",901 Clarence Dr ,"Chapel Hill, NC 27516-3145 | Map",901 Clarence Dr ,Phone: (919) 942-3629,Type: Micro
5529,Starr Brothers Brewing Co., ,"Albuquerque, NM 87109-4128", ,Phone: (505) 933-1166,Type: Planning
5530,Starr Hill Brewery LLC,5391 Three Notch D Rd ,"Crozet, VA 22932-3104 | Map",5391 Three Notch D Rd ,Phone: (434) 823-5671,Type: Regional
5531,State Brewing Co LLC, ,",  ", ,Type: Planning,Staten Island Brewing Co
5532,Staten Island Brewing Co, ,"Staten Island, NY 10310-2611", ,Phone: (718) 880-8847,Type: Planning
5533,Station 26 Brewing Co,7045 E 38th Ave ,"Denver, CO 80207-1541 | Map",7045 E 38th Ave ,Phone: (303) 333-1825,Type: Micro
5534,Station 343 Craft Brewery, ,",  ", ,Type: Planning,Steadfast Beer Co
5535,Steadfast Beer Co,90 State St Fl 7 Ste 9 ,"Albany, NY 12207-1716 | Map",90 State St Fl 7 Ste 9 ,Type: Contract,www.steadfastbeer.com
5536,Steam Bell Beer Works, ,",  ", ,Type: Planning,www.steambell.beer
5537,Steam Plant Grill,159 S Lincoln St Ste 1 ,"Spokane, WA 99201-4409 | Map",159 S Lincoln St Ste 1 ,Phone: (509) 777-3900,Type: Brewpub
5538,Steam Theory Brewing Co, ,"Allen, TX 75013-1129", ,Type: Planning,Steamboiler Brewing
5539,Steamboiler Brewing, ,"Windsor, CO 80550-5127", ,Phone: (970) 219-3532,Type: Planning
5540,Steamworks Brewing Co,801 E 2nd Ave ,"Durango, CO 81301-5425 | Map",801 E 2nd Ave ,Phone: (970) 259-9200,Type: Brewpub
5541,Steel Bonnet Brewing Co, ,"Boulder Creek, CA 95006", ,Type: Planning,Steel Squared Brewing Company
5542,Steel Squared Brewing Company, ,"de pere, WI 54115", ,Phone: (920) 562-5648,Type: Planning
5543,Steel String Craft Brewery,106 S Greensboro St Ste A ,"Carrboro, NC 27510-2266 | Map",106 S Greensboro St Ste A ,Phone: (919) 370-6971,Type: Brewpub
5544,Steel Toe Brewing,4848 W 35th St ,"St Louis Park, MN 55416-2610 | Map",4848 W 35th St ,Phone: (952) 955-9965,Type: Micro
5545,Steens Mountain Brewing Company,150 W Washington St ,"Burns, OR 97720 | Map",150 W Washington St ,Phone: (541) 589-1159,Type: Micro
5546,Steinhardt Brewing Company,PO Box 9 ,"Braddock Heights, MD 21714-0009 | Map",PO Box 9 ,Type: Micro,www.steinhardtbrewing.com
5547,Stereo Brewing Co, ,"Irvine, CA 92620-1866", ,Type: Planning,www.stereobrewing.com
5548,Sterling Beer Co.,3214 Preston Hwy ,"Louisville, KY 40213-1330 | Map",3214 Preston Hwy ,Type: Contract,www.sterlingbeer.com
5549,Sterling Pig Brewery,609 West State St. ,"Media, PA 19063-2641 | Map",609 West State St. ,Phone: (484) 444-2526,Type: Brewpub
5550,Steuben Brewing Company,10286 Judson Rd ,"Hammondsport, NY 14840-9668 | Map",10286 Judson Rd ,Phone: (607) 279-8874,Type: Micro
5551,Stevens Point Brewery Co,2617 Water St ,"Stevens Point, WI 54481-5248 | Map",2617 Water St ,Phone: (715) 344-9310,Type: Regional
5552,Stewart's Brewing Co,219 Governors Pl ,"Bear, DE 19701-3026 | Map",219 Governors Pl ,Phone: (302) 836-2739,Type: Brewpub
5553,Stewbum & Stonewall Brewing Co.,46-174 Kahuhipa St Ste E ,"Kaneohe, HI 96744-3825 | Map",46-174 Kahuhipa St Ste E ,Type: Micro,Stickmen Brewery
5554,Stickmen Brewery,40 N State St ,"Lake Oswego, OR 97034-3926 | Map",40 N State St ,Phone: (503) 344-4449,Type: Brewpub
5555,Still HIll Brewery LLC, ,"South Glastonbury, CT 6073", ,Type: Planning,Stillmank Brewing Company
5556,Stillmank Brewing Company,215 N Henry St ,"Green Bay, WI 54302-2613 | Map",215 N Henry St ,Type: Micro,www.stillmankbrewing.com
5557,Stillwater Artisanal Ales,720 S Conkling St ,"Baltimore, MD 21224-4301 | Map",720 S Conkling St ,Phone: (443) 668-5255,Type: Contract
5558,Stillwater Brewing Co, ,"Stillwater, OK ", ,Type: Planning,Stilt House Brewery
5559,Stilt House Brewery,625 US 19 Alt ,"Palm Harbor, FL 34683 | Map",625 US 19 Alt ,Phone: (813) 891-1693,Type: Micro
5560,Stockholms Vardshus,306 W State St ,"Geneva, IL 60134-2103 | Map",306 W State St ,Phone: (630) 208-1400,Type: Brewpub
5561,Stolen Sun Brewing Co, ,"Exton, PA 19341-1948", ,Type: Planning,StolzeStyle Brewing
5562,StolzeStyle Brewing, ,",  ", ,Type: Planning,Stone Brewing Co
5563,Stone Brewing Co,2816 Historic Decatur Rd Ste 116 ,"San Diego, CA 92106-6164 | Map",2816 Historic Decatur Rd Ste 116 ,Phone: (619) 269-2200,Type: Brewpub
5564,Stone Brewing Co,1999 Citracado Pkwy ,"Escondido, CA 92029-4158 | Map",1999 Citracado Pkwy ,Phone: (760) 471-4999,Type: Regional
5565,Stone Cellar Brewpub / Stone Arch Brewery,1004 S Olde Oneida St Uppr ,"Appleton, WI 54915-1753 | Map",1004 S Olde Oneida St Uppr ,Phone: (920) 731-3322,Type: Brewpub
5566,Stone Church Brewing, ,"Corona, CA 92883-7388", ,Type: Planning,www.stonechurchbrewing.com
5567,Stone Church Pizza & Brewpub, ,"Hermitage, PA 16148-3629", ,Phone: (724) 418-2531,Type: Planning
5568,Stone Corral Brewing Co,830 Taft Rd ,"Huntington, VT 05462-9779 | Map",830 Taft Rd ,Phone: (802) 434-6318,Type: Micro
5569,Stonecloud Brewing Co., ,"Stillwater, OK 74074-1307", ,Type: Planning,Stoneface Brewing Co
5570,Stoneface Brewing Co,436 Shattuck Way Ste 6 ,"Newington, NH 03801-7838 | Map",436 Shattuck Way Ste 6 ,Type: Micro,www.stonefacebrewing.com
5571,"Stone's Throw Brewery
", ,"Bellingham, WA ", ,Type: Planning,Stone's Throw Brewing
5572,Stone's Throw Brewing,402 E 9th St ,"Little Rock, AR 72202-3914 | Map",402 E 9th St ,Phone: (501) 244-9154,Type: Micro
5573,Stoneyard Brewing Company,1 Main St ,"Brockport, NY 14420 | Map",1 Main St ,Phone: (585) 637-3390,Type: Brewpub
5574,StoneyHead Brewing LLC,5301 Longley Ln Ste 84C ,"Reno, NV 89511-1873 | Map",5301 Longley Ln Ste 84C ,Phone: (775) 829-2337,Type: Micro
5575,Stony Creek Brewery,5 Indian Neck Avenue ,"Branford, CT 06405-4615 | Map",5 Indian Neck Avenue ,Type: Micro,www.stonycreekbeer.com
5576,Storm Peak Brewing Company,1744 Lincoln Ave Unit 3 ,"Steamboat Springs, CO 80487-5045 | Map",1744 Lincoln Ave Unit 3 ,Phone: (970) 879-1999,Type: Micro
5577,StormBreaker Brewing,832 NE Beech St ,"Portland, OR 97227 | Map",832 NE Beech St ,Phone: (971) 703-4516,Type: Brewpub
5578,Stormcloud Brewing Company,303 Main St ,"Frankfort, MI 49635-9047 | Map",303 Main St ,Phone: (231) 651-9080,Type: Brewpub
5579,Storybook Brewing,3121 N El Paso St Ste A ,"Colorado Springs, CO 80907-5469 | Map",3121 N El Paso St Ste A ,Phone: (719) 633-6266,Type: Micro
5580,Stoudts Brewing Co,PO Box 880 ,"Adamstown, PA 19501-0880 | Map",PO Box 880 ,Phone: (717) 484-4386,Type: Micro
5581,Stoup Brewing,1108 NW 52nd St ,"Seattle, WA 98107-5129 | Map",1108 NW 52nd St ,Phone: (206) 457-5524,Type: Micro
5582,Stouthearted Brewing,2079 E Shore Dr PO Box 97,"Lansing, NY 14882-9001 | Map",2079 E Shore Dr PO Box 97,Phone: (607) 533-3535,Type: Micro
5583,Stovebolt Brewery, ,"Gilbert, AZ ", ,Type: Planning,Stover Brewing
5584,Stover Brewing, ,"San Diego, CA 92124", ,Type: Planning,Straight to Ale
5585,Straight to Ale,3200 Leeman Ferry Rd SW ,"Huntsville, AL 35801-5332 | Map",3200 Leeman Ferry Rd SW ,Type: Micro,www.straighttoale.com
5586,Strand Brewing Co,2352 Telo Ave ,"Torrance, CA 90505 | Map",2352 Telo Ave ,Type: Micro,www.strandbrewing.com
5587,Strange Craft Beer Co,1330 Zuni St Ste M ,"Denver, CO 80204-2328 | Map",1330 Zuni St Ste M ,Phone: (720) 985-2337,Type: Micro
5588,Strangeways Brewing,2277 Dabney Rd Ste A ,"Richmond, VA 23230-3335 | Map",2277 Dabney Rd Ste A ,Phone: (804) 303-4336,Type: Micro
5589,Straub Brewery,303 Sorg St ,"Saint Marys, PA 15857-1592 | Map",303 Sorg St ,Phone: (814) 834-2875,Type: Regional
5590,Strawn Brewing Co,27 Word St ,"Fairburn, GA 30213-1545 | Map",27 Word St ,Phone: (404) 702-8502,Type: Micro
5591,Street Sign Brewing Co Inc, ,"Northridge, CA 91325", ,Type: Planning,www.streetsignbrewingcompany.com
5592,Strike Brewing Co,2099 S 10th St Unit 30 ,"San Jose, CA 95112-4116 | Map",2099 S 10th St Unit 30 ,Phone: (650) 714-6983,Type: Micro
5593,Strong Arm Brewing Co,14037 SE 192nd St ,"Renton, WA 98058-9408 | Map",14037 SE 192nd St ,Phone: (425) 275-7413,Type: Micro
5594,Strong Barrel Brewing Co., ,"San Antonio, TX 78260", ,Type: Planning,www.strongbarrel.com
5595,Strong Brewing,7 Old Rope Ferry Rd ,"Sedgewick, ME 03907 | Map",7 Old Rope Ferry Rd ,Phone: (207) 641-0640,Type: Micro
5596,Strong Rope Brewery, ,"Brooklyn, NY 11231-4626", ,Phone: (585) 703-3010,Type: Planning
5597,Stubborn Beauty Brewing,180 Johnson St. ,"Middletown, CT 06457-2247 | Map",180 Johnson St. ,Type: Micro,www.stubbornbeauty.com
5598,Studio Brew,221 Moore Street ,"Bristol, VA 24201 | Map",221 Moore Street ,Phone: (423) 360-2966,Type: Micro
5599,Studio Brew,5074 Lake Forest Dr ,"Kingsport, TN 37663-3714 | Map",5074 Lake Forest Dr ,Phone: (423) 360-2966,Type: Micro
5600,Studio Nomad, ,"Astoria, NY 11105", ,Type: Planning,Stumblefoot Brewing
5601,Stumblefoot Brewing,1784 La Costa Meadows Dr Ste 103 ,"San Marcos, CA 92078-5174 | Map",1784 La Costa Meadows Dr Ste 103 ,Type: Micro,www.stumblefoot.com
5602,Stumptown Brewery,15045 River Rd ,"Guerneville, CA 95446-8043 | Map",15045 River Rd ,Phone: (707) 869-0705,Type: Brewpub
5603,Sturgis Haus Brewpub & Espresso Bar,308 Cambridge Ln ,"Lititz, PA 17543-1363 | Map",308 Cambridge Ln ,Phone: (717) 627-7827,Type: Brewpub
5604,Suarez Family Brewery, ,"Germantown, NY ", ,Type: Planning,www.suarezfamilybrewery.com
5605,Sub Noir Brewing Company,2039 Progress Ct ,"Raleigh, NC 27608-2761 | Map",2039 Progress Ct ,Phone: (919) 480-2337,Type: Micro
5606,Subdued Brewery, ,",  ", ,Type: Planning,Suds Brothers Brewing Co
5607,Suds Brothers Brewing Co,127 E Aspen Ave ,"Fruita, CO 81521-2543 | Map",127 E Aspen Ave ,Phone: (970) 858-1571,Type: Brewpub
5608,Suds Brothers Brewing Co,1012 Main St ,"Evanston, WY 82930-3443 | Map",1012 Main St ,Phone: (801) 391-4167,Type: Brewpub
5609,Sudwerk Brewing Co,2001 2nd St ,"Davis, CA 95618-5474 | Map",2001 2nd St ,Phone: (530) 758-8700,Type: Micro
5610,Sufferfest Brew Co. ,2147 Greenwich Street ,"San Francisco, CA 94123-3404 | Map",2147 Greenwich Street ,Type: Contract,www.sufferfestbrewing.com
5611,Sugar Creek Brewing Co.,215 Southside Dr ,"Charlotte, NC 28217-1727 | Map",215 Southside Dr ,Phone: (704) 469-6349,Type: Micro
5612,Sugar Ridge Brewery,17745 N Dixie Hwy ,"Bowling Green, OH 43402-9257 | Map",17745 N Dixie Hwy ,Phone: (419) 373-6553,Type: Micro
5613,Sullivans Black Forest Brewhaus and Grill,281 Heinlein Strasse ,"Frankenmuth, MI 48734-1941 | Map",281 Heinlein Strasse ,Phone: (989) 652-6060,Type: Brewpub
5614,Sumerian Brewing Company,15510 Woodinville Redmond Rd NE Bldg E Suite 110,"Woodinville, WA 98072-6979 | Map",15510 Woodinville Redmond Rd NE Bldg E Suite 110,Phone: (425) 486-5330,Type: Micro
5615,Summit Brewing Co,910 Montreal Cir ,"Saint Paul, MN 55102-4246 | Map",910 Montreal Cir ,Phone: (651) 265-7800,Type: Regional
5616,Summit City Brewerks,1501 East Berry ,"Fort Wayne, IN 46803-1019 | Map",1501 East Berry ,Phone: (260) 420-0222,Type: Brewpub
5617,Summit Ridge Brewing Company, ,"Boise, ID 83709", ,Phone: (208) 572-0320,Type: Planning
5618,Sun King Brewing Co,135 N College Ave ,"Indianapolis, IN 46202-3801 | Map",135 N College Ave ,Phone: (317) 602-3702,Type: Regional
5619,Sun Up Brewing Co.,322 E Camelback Rd ,"Phoenix, AZ 85012-1614 | Map",322 E Camelback Rd ,Phone: (602) 279-8909,Type: Brewpub
5620,Sun Valley Brewing Co,202 N Main St ,"Hailey, ID 83333-8413 | Map",202 N Main St ,Phone: (208) 788-5777,Type: Brewpub
5621,Sunburn Brewing Company, ,",  ", ,Type: Planning,Suncreek Brewery
5622,Suncreek Brewery, ,",  ", ,Type: Planning,Sunday River Brewing Co
5623,Sunday River Brewing Co,PO Box 4152 ,"Portland, ME 04101-0352 | Map",PO Box 4152 ,Phone: (207) 824-4253,Type: Brewpub
5624,Sundowner Brewing Co.,30961 Agoura Rd Ste 321 ,"Westlake Village, CA 91361-5686 | Map",30961 Agoura Rd Ste 321 ,Phone: (818) 597-9463,Type: Micro
5625,Sunken City Brewing Co,40 Brewery Dr ,"Hardy, VA 24101-1100 | Map",40 Brewery Dr ,Phone: (540) 420-0476,Type: Micro
5626,Sunriver Brewing,57100 Beaver Drive #4 Sunriver Village,"Sunriver, OR 97707 | Map",57100 Beaver Drive #4 Sunriver Village,Phone: (541) 593-3007,Type: Brewpub
5627,Super Owl Brewing, ,"Davis, CA 95616-5624", ,Type: Planning,Superior Bathhouse Brewery & Distillery
5628,Superior Bathhouse Brewery & Distillery,329 Central Ave ,"Hot Springs National Park, AR 71901-3525 | Map",329 Central Ave ,Phone: (501) 624-2337,Type: Brewpub
5629,Surfridge Brewing Company, ,"Santa Monica, CA 90403", ,Type: Planning,www.surfridgebrewery.com
5630,Surly Brewing Company,4811 Dusharme Dr ,"Brooklyn Ctr, MN 55429-3940 | Map",4811 Dusharme Dr ,Phone: (763) 535-3330,Type: Regional
5631,Suspended Brewing Co, ,"Rockville, MD 20850-1313", ,Phone: (240) 386-8485,Type: Planning
5632,Susquehanna Brewing Co,635 S Main St ,"Pittston, PA 18640-3215 | Map",635 S Main St ,Phone: (570) 654-3557,Type: Micro
5633,Sutter Buttes Brewing,421 Center St ,"Yuba City, CA 95991-4505 | Map",421 Center St ,Phone: (530) 790-7999,Type: Brewpub
5634,Swamp Cabbage Brewing Company,921 Brookwood Dr ,"Columbia, SC 29201 | Map",921 Brookwood Dr ,Phone: (803) 252-0250,Type: Micro
5635,Swamp Head Brewery,3650 SW 42nd Ave ,"Gainesville, FL 32608 | Map",3650 SW 42nd Ave ,Phone: (352) 505-3035,Type: Micro
5636,Swamp Rabbit Brewery and Taproom,26 S Main St ,"Travelers Rest, SC 29690-1810 | Map",26 S Main St ,Phone: (864) 610-2424,Type: Micro
5637,Swashbuckler Brewing Co,3174 Old Philadelphia Pike ,"Bird In Hand, PA 17505-9727 | Map",3174 Old Philadelphia Pike ,Phone: (717) 768-7194,Type: Micro
5638,Swashbuckler Brewing Co,2775 Lebanon Rd ,"Manheim, PA 17545-8711 | Map",2775 Lebanon Rd ,Phone: (717) 665-7021,Type: Brewpub
5639,Sweet Mullets Brewing Co,N58 W39800 Industrial Rd Ste D ,"Oconomowoc, WI 53066 | Map",N58 W39800 Industrial Rd Ste D ,Phone: (262) 456-2843,Type: Brewpub
5640,SweetWater Brewing Co,195 Ottley Dr NE ,"Atlanta, GA 30324-3924 | Map",195 Ottley Dr NE ,Phone: (404) 691-2537,Type: Regional
5641,Swing Tree Brewing Company,300 E Hersey St Ste 7 ,"Ashland, OR 97520-6200 | Map",300 E Hersey St Ste 7 ,Phone: (541) 591-8584,Type: Micro
5642,Switchback Brewing Co,PO Box 4210 ,"Burlington, VT 05406-4210 | Map",PO Box 4210 ,Phone: (802) 651-4114,Type: Micro
5643,Sycamore Brewing,2161 Hawkins St ,"Charlotte, NC 28203-5395 | Map",2161 Hawkins St ,Phone: (704) 910-3821,Type: Micro
5644,Syracuse Suds Factory,320 S Clinton St ,"Syracuse, NY 13202-1220 | Map",320 S Clinton St ,Phone: (315) 471-2253,Type: Brewpub
5645,T.W. Pitchers Brewing Co, ,"San Francisco, CA 94122", ,Type: Contract,www.twpitchers.com
5646,Table Rock Brewing LLC, ,"Central Point, OR 97502", ,Type: Planning,Tabula Rasa Brewing
5647,Tabula Rasa Brewing, ,"Jacksonville, FL 32257", ,Type: Planning,Tacoma Brewing Co.
5648,Tacoma Brewing Co.,625 St Helens Ave ,"Tacoma, WA 98402-2304 | Map",625 St Helens Ave ,Phone: (253) 242-3370,Type: Micro
5649,Taft's Ale House,1429 Race St ,"Cincinnati, OH 45202 | Map",1429 Race St ,Type: Brewpub,www.taftsalehouse.com
5650,Tahoe Mountain Brewing Company,475 N. Lake Blvd ,"Tahoe City, CA 96145 | Map",475 N. Lake Blvd ,Phone: (530) 581-4677,Type: Brewpub
5651,Tahoe Mountain Brewing Company,10990 Industrial Way ,"Truckee, CA 96161-0277 | Map",10990 Industrial Way ,Type: Micro,http://tahoebrewing.com/
5652,Tahquamenon Falls Brewery and Pub,M-123 Upper Falls Dr ,"Paradise, MI 49768 | Map",M-123 Upper Falls Dr ,Phone: (906) 492-3300,Type: Brewpub
5653,"Tailgate Beer, LLC",7300 Charlotte Pike ,"Nashville, TN 37209-5012 | Map",7300 Charlotte Pike ,Type: Contract,www.tailgatebeer.com
5654,Take 16 Brewing Company,509 E Main St ,"Luverne, MN 56156-1905 | Map",509 E Main St ,Phone: (855) 582-5316,Type: Micro
5655,Talisman Brewing Company, ,"Ogden, UT 84404", ,Type: Planning,www.talismanbrewingco.com
5656,Tall Tales Brewing Co. LLC,6929 Heron Grove Ct ,"Parsonsburg, MD 21849-2155 | Map",6929 Heron Grove Ct ,Phone: (410) 543-2739,Type: Brewpub
5657,Tallgrass Brewing Co,5960 Dry Hop Circle ,"Manhattan, KS 66503 | Map",5960 Dry Hop Circle ,Phone: (785) 537-1131,Type: Micro
5658,Tallgrass Brewing Co,320 Poyntz Ave ,"Manhattan, KS 66502-6038 | Map",320 Poyntz Ave ,Phone: (785) 320-2933,Type: Brewpub
5659,Tamarack Brewing Co,105 Blacktail Rd # 2 ,"Lakeside, MT 59922-9628 | Map",105 Blacktail Rd # 2 ,Phone: (406) 844-0244,Type: Micro
5660,Tampa Bay Brewing Co,1600 E 8th Ave Ste A123 ,"Tampa, FL 33605-3760 | Map",1600 E 8th Ave Ste A123 ,Phone: (813) 247-1422,Type: Brewpub
5661,Tampa Bay Brewing Co,13937 Monroe's Business Park ,"Tampa, FL 33635-6309 | Map",13937 Monroe's Business Park ,Phone: (813) 247-1422,Type: Brewpub
5662,Tandem Brewing Co,298 S Oregon St ,"Ontario, OR 97914-2810 | Map",298 S Oregon St ,Phone: (541) 889-4166,Type: Brewpub
5663,Tangent Brewing Company, ,"Tampa, FL 33624-5705", ,Type: Planning,Tangled Roots Beverage Company
